-374.761,-285.28,121.753
-372.584,-289.779,120.146
-370.388,-294.269,118.691
-368.173,-298.751,118.652
-365.939,-303.222,116.269
-363.685,-307.683,111.381
-361.41,-312.134,116.65
-359.112,-316.574,115.53
-356.793,-321.001,115.863
-354.45,-325.418,116.747
-352.083,-329.821,115.189
-349.692,-334.21,115.858
-347.274,-338.584,118.785
-344.829,-342.945,120.974
-342.356,-347.288,115.12
-339.854,-351.616,118.551
-337.32,-355.926,126.53
-334.755,-360.217,115.801
-332.156,-364.487,115.672
-329.522,-368.736,135.674
-326.852,-372.961,112.504
-324.146,-377.165,119.259
-321.408,-381.348,118.432
-318.638,-385.51,118.734
-315.837,-389.651,116.867
-313.003,-393.77,119.085
-310.138,-397.866,124.125
-307.24,-401.941,134.467
-304.311,-405.991,134.978
-301.349,-410.018,128.995
-298.355,-414.02,123.665
-295.327,-417.999,117.259
-292.268,-421.952,125.512
-289.175,-425.88,121.307
-286.05,-429.781,112.731
-282.891,-433.655,112.163
-279.699,-437.503,114.489
-276.474,-441.323,118.705
-273.215,-445.114,120.138
-269.924,-448.875,127.576
-266.598,-452.608,126.874
-263.239,-456.309,121.185
-259.846,-459.98,120.249
-256.419,-463.619,120.107
-252.958,-467.226,122.047
-249.462,-470.8,124.093
-245.932,-474.34,119.027
-242.369,-477.845,132.568
-238.77,-481.315,115.417
-235.136,-484.75,114.634
-231.468,-488.146,113.61
-227.765,-491.505,119.702
-224.028,-494.826,132.717
-220.255,-498.106,127.304
-216.447,-501.346,119.094
-212.604,-504.544,125.446
-208.727,-507.698,118.485
-204.809,-510.805,124.24
-200.824,-513.823,122.142
-196.767,-516.743,117.442
-192.64,-519.566,125.123
-188.449,-522.291,117.127
-184.198,-524.921,118.816
-179.89,-527.457,120.043
-175.529,-529.903,119.116
-171.121,-532.262,126.298
-166.671,-534.538,126.581
-162.182,-536.737,119.012
-157.659,-538.865,119.149
-153.104,-540.928,126.953
-148.525,-542.932,116.679
-143.922,-544.884,122.369
-139.302,-546.793,116.059
-134.666,-548.665,114.819
-130.019,-550.509,123.6
-125.365,-552.333,121.981
-120.706,-554.145,121.824
-116.045,-555.955,114.441
-111.387,-557.769,115.589
-106.733,-559.596,115.456
-102.089,-561.445,124.681
-97.4569,-563.324,129.267
-92.8396,-565.24,123.731
-88.2414,-567.203,124.141
-83.6663,-569.218,124.375
-79.1182,-571.293,123.768
-74.6013,-573.434,140.382
