-1219.45,355.331,114.062
-1214.46,355.015,109.125
-1209.47,354.715,111.865
-1204.48,354.429,106.27
-1199.49,354.157,109.021
-1194.49,353.897,112.218
-1189.5,353.65,112.156
-1184.51,353.415,110.075
-1179.52,353.189,104.886
-1174.52,352.974,104.994
-1169.53,352.767,105.89
-1164.53,352.568,112.02
-1159.54,352.377,105.366
-1154.54,352.192,101.488
-1149.55,352.014,108.648
-1144.55,351.84,111.269
-1139.56,351.671,107.642
-1134.56,351.505,119.83
-1129.57,351.342,125.679
-1124.57,351.181,91.5259
-1119.57,351.021,109.193
-1114.58,350.862,107.155
-1109.58,350.704,107.183
-1104.59,350.544,118.021
-1099.59,350.382,121.546
-1094.6,350.219,110.857
-1089.6,350.052,109.693
-1084.61,349.882,108.25
-1079.61,349.707,93.7305
-1074.62,349.527,113.137
-1069.62,349.34,117.045
-1064.63,349.147,114.645
-1059.63,348.947,112.94
-1054.64,348.738,118.195
-1049.64,348.52,106.743
-1044.65,348.292,117.122
-1039.66,348.054,97.5843
-1034.66,347.804,103.86
-1029.67,347.541,103.335
-1024.68,347.266,104.607
-1019.69,346.977,89.23
-1014.7,346.673,87.216
-1009.72,346.353,88.5752
-1004.73,346.017,90.6435
-999.746,345.663,84.2521
-994.761,345.291,92.9979
-989.779,344.899,95.2232
-984.798,344.488,90.5214
-979.818,344.055,100.239
-974.84,343.6,89.2954
-969.865,343.122,99.6951
-964.893,342.619,98.1025
-959.921,342.092,94.0564
-954.954,341.538,86.2973
-949.99,340.957,97.8927
-945.028,340.347,89.7035
-940.07,339.708,92.8921
-935.116,339.038,101.398
-930.168,338.336,97.4331
-925.222,337.601,91.264
-920.283,336.831,87.066
-915.349,336.026,96.8569
-910.423,335.185,103.508
-905.497,334.33,106.682
-900.571,333.473,93.6079
-895.647,332.614,94.5375
-890.722,331.752,106.242
-885.799,330.887,114.014
-880.879,330.016,117.406
-875.959,329.14,128.171
-871.038,328.256,100.821
-866.12,327.366,122.375
-861.204,326.466,116.342
-856.288,325.557,111.669
-851.376,324.638,120.741
-846.466,323.707,126.467
-841.556,322.764,126.339
-836.651,321.807,123.472
-831.749,320.837,130.887
-826.848,319.851,133.663
-821.949,318.849,129.163
-817.054,317.83,126.662
-812.165,316.793,141.295
-807.278,315.736,127.066
-802.396,314.659,127.541
-797.52,313.561,131.724
-792.649,312.44,128.387
-787.783,311.296,125.677
-782.924,310.128,128.275
-778.071,308.933,119.635
-773.225,307.711,126.244
-768.386,306.46,112.637
-763.553,305.179,105.474
-758.73,303.867,107.72
-753.914,302.523,129.836
-749.108,301.144,117.78
-744.313,299.73,123.286
-739.529,298.279,120.006
-734.757,296.789,122.276
-729.999,295.259,127.676
-725.254,293.687,127.733
-720.524,292.071,132.954
-715.81,290.41,125.268
-711.112,288.7,121.596
-706.434,286.942,113.727
-701.775,285.132,118.042
-697.137,283.269,124.492
-692.521,281.349,109.931
-687.93,279.372,124.246
-683.365,277.334,122.977
-678.83,275.234,114.075
-674.326,273.069,119.301
-669.854,270.837,125.703
-665.417,268.533,129.749
-661.02,266.158,131.961
-656.664,263.708,139.002
-652.352,261.18,132.061
-648.089,258.571,141.865
-643.876,255.879,130.308
-639.72,253.102,130.817
-635.621,250.239,129.278
-631.582,247.295,129.592
-627.603,244.27,125.427
-623.684,241.167,127.156
-619.826,237.989,127.066
-616.029,234.739,110.523
-612.291,231.417,112.614
-608.616,228.03,119.638
-605.0,224.577,118.985
-601.446,221.064,129.176
-597.95,217.491,125.887
-594.513,213.861,124.703
-591.133,210.176,128.353
-587.811,206.441,127.529
-584.545,202.657,129.203
-581.334,198.827,127.917
-578.176,194.952,116.321
-575.07,191.035,134.271
-572.015,187.077,128.857
-569.01,183.083,137.021
-566.053,179.052,124.577
-563.141,174.987,122.341
-560.276,170.892,120.248
-557.455,166.767,122.844
-554.675,162.613,123.158
-551.935,158.431,123.685
-549.233,154.225,130.126
-546.568,149.995,125.947
-543.94,145.744,126.029
-541.344,141.471,127.053
-538.78,137.179,124.545
-536.247,132.869,129.612
-533.742,128.542,126.145
-531.264,124.2,128.049
-528.812,119.843,125.624
-526.382,115.473,127.312
-523.976,111.092,124.781
-521.589,106.7,128.306
-519.22,102.298,127.267
-516.868,97.8876,123.989
-514.53,93.4692,131.493
-512.206,89.0433,135.963
-509.892,84.612,128.777
-507.588,80.1751,128.989
-505.291,75.7349,114.484
-502.999,71.2913,122.415
-500.711,66.8467,131.052
-498.425,62.4006,127.552
-496.189,57.9307,129.171
-494.027,53.4237,128.384
-491.939,48.8833,120.727
-489.919,44.3112,124.662
-487.967,39.709,132.4
-486.079,35.0807,134.423
-484.253,30.428,139.217
-482.485,25.7525,111.566
-480.773,21.0559,116.957
-479.113,16.3399,121.81
-477.504,11.6084,107.836
-475.941,6.86073,111.579
-474.422,2.09861,115.093
-472.943,-2.67639,112.753
-471.503,-7.46269,90.1188
-470.098,-12.2587,102.269
-468.724,-17.0652,99.0433
-467.379,-21.8806,94.7638
-466.061,-26.7035,100.819
-464.765,-31.5322,92.5235
-463.491,-36.3653,90.3517
-462.234,-41.2037,121.425
-460.991,-46.0457,101.432
-459.761,-50.8901,96.7646
-458.54,-55.7376,116.834
-457.325,-60.5868,96.0201
-456.114,-65.4362,98.8729
-454.903,-70.2866,98.4732
-453.689,-75.1367,91.1171
-452.472,-79.9849,93.4414
-451.245,-84.8321,98.627
-450.009,-89.6745,98.0925
-448.759,-94.5152,99.8629
-447.493,-99.3504,91.6513
-446.207,-104.181,107.506
-444.899,-109.005,96.5306
-443.565,-113.824,100.178
-442.204,-118.633,99.8731
-440.811,-123.433,106.865
-439.383,-128.223,117.333
-437.918,-133.004,102.419
-436.413,-137.77,103.493
-434.864,-142.523,102.296
-433.268,-147.26,102.385
-431.623,-151.979,103.144
-429.924,-156.68,110.178
-428.168,-161.361,107.23
-426.354,-166.018,102.665
-424.513,-170.667,102.133
-422.663,-175.31,103.001
-420.803,-179.95,106.085
-418.933,-184.586,107.187
-417.053,-189.218,106.415
-415.163,-193.847,105.113
-413.263,-198.469,103.613
-411.351,-203.089,103.357
-409.428,-207.704,96.5825
-407.495,-212.313,100.964
-405.55,-216.917,114.093
-403.592,-221.517,113.783
-401.623,-226.111,111.185
-399.641,-230.701,115.549
-397.647,-235.284,119.865
-395.639,-239.862,117.82
-393.618,-244.434,106.367
-391.584,-248.999,110.543
-389.535,-253.559,118.223
-387.472,-258.112,126.568
-385.393,-262.659,117.107
-383.299,-267.198,131.911
-381.189,-271.731,116.277
-379.063,-276.255,121.483
-376.921,-280.771,129.498
